Transfers of major conventional arms from All countries  to All countries . Deals with deliveries made for the year range '1950' to '1991' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 24 Dec 2025 8:08:58 AM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,1,No,1957,No,New,3.3,3.3,3.3,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,10,Yes,1958,No,New,3.3,3.3,33,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,11,Yes,1959,No,New,3.3,3.3,36.3,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,11,Yes,1960,No,New,3.3,3.3,36.3,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,11,Yes,1961,No,New,3.3,3.3,36.3,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,20,Yes,1962,No,New,3.3,3.3,66,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,20,Yes,1963,No,New,3.3,3.3,66,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,20,Yes,1964,No,New,3.3,3.3,66,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,20,Yes,1965,No,New,3.3,3.3,66,Yes
5307,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1956,No,20,Yes,1966,No,New,3.3,3.3,66,Yes
5257,France,India,SS-11,anti-tank missile,Missiles,1968,No,600,Yes,1972,No,New,0.01,0.01,6,No
5257,France,India,SS-11,anti-tank missile,Missiles,1968,No,600,Yes,1970,No,New,0.01,0.01,6,No
5257,France,India,SS-11,anti-tank missile,Missiles,1968,No,636,Yes,1971,No,New,0.01,0.01,6.36,No
19685,France,India,TRS-2215,air-search radar,Sensors,1983,Yes,2,Yes,1984,Yes,New,13.5,13.5,27,Yes
19685,France,India,TRS-2215,air-search radar,Sensors,1983,Yes,2,Yes,1985,Yes,New,13.5,13.5,27,Yes
19685,France,India,TRS-2215,air-search radar,Sensors,1983,Yes,2,Yes,1988,Yes,New,13.5,13.5,27,Yes
19685,France,India,TRS-2215,air-search radar,Sensors,1983,Yes,2,Yes,1989,Yes,New,13.5,13.5,27,Yes
19685,France,India,TRS-2215,air-search radar,Sensors,1983,Yes,2,Yes,1991,Yes,New,13.5,13.5,27,Yes
19685,France,India,TRS-2215,air-search radar,Sensors,1983,Yes,2,Yes,1990,No,New,13.5,13.5,27,Yes
19100,Soviet Union,India,Mi-26,transport helicopter,Aircraft,1989,No,2,No,1989,No,New,28,28,56,No
14519,Soviet Union,India,Mi-26,transport helicopter,Aircraft,1986,No,2,No,1986,No,New,28,28,56,No
18163,Germany,India,Do-228MP -,maritime patrol aircraft,Aircraft,1983,No,2,No,1991,No,New,7,7,14,Yes
30184,United Kingdom,India,Super Marec,maritime patrol aircraft radar,Sensors,1986,Yes,2,No,1991,No,New,2.5,2.5,5,No
2979,United Kingdom,India,BN-2 Maritime,maritime patrol aircraft,Aircraft,1980,Yes,3,No,1980,No,New,3.5,3.5,10.5,No
4417,United Kingdom,India,BN-2 Maritime,maritime patrol aircraft,Aircraft,1983,Yes,9,No,1983,No,New,3.5,3.5,31.5,No
4921,Soviet Union,India,Mi-24D,combat helicopter,Aircraft,1982,Yes,12,No,1984,No,New,8.25,8.25,99,No
5263,France,India,AMX-13-75,light tank,Armoured vehicles,1956,Yes,82,Yes,1957,Yes,New,0.9,0.9,73.8,No
5263,France,India,AMX-13-75,light tank,Armoured vehicles,1956,Yes,82,Yes,1958,Yes,New,0.9,0.9,73.8,No
18461,United Kingdom,India,Watchman,air-search radar,Sensors,1987,Yes,1,Yes,1987,No,New,5,5,5,No
60554,France,India,ship engine 6001-8000,ship engine,Engines,1987,Yes,6,No,1991,No,New,2.5,2.5,15,Yes
60554,France,India,ship engine 6001-8000,ship engine,Engines,1987,Yes,4,No,1990,No,New,2.5,2.5,10,Yes
60554,France,India,ship engine 6001-8000,ship engine,Engines,1987,Yes,2,No,1989,No,New,2.5,2.5,5,Yes
3050,France,India,Mirage-2000,FGA aircraft,Aircraft,1982,No,20,Yes,1986,No,New,22,22,440,No
3050,France,India,Mirage-2000,FGA aircraft,Aircraft,1982,No,20,Yes,1985,No,New,22,22,440,No
4329,Soviet Union,India,MiG-29,fighter aircraft,Aircraft,1986,No,11,Yes,1986,No,New,20.65,20.65,227.15,No
4329,Soviet Union,India,MiG-29,fighter aircraft,Aircraft,1986,No,11,Yes,1988,No,New,20.65,20.65,227.15,No
4329,Soviet Union,India,MiG-29,fighter aircraft,Aircraft,1986,No,11,Yes,1989,No,New,20.65,20.65,227.15,No
4329,Soviet Union,India,MiG-29,fighter aircraft,Aircraft,1986,No,11,Yes,1987,No,New,20.65,20.65,227.15,No
16071,Soviet Union,India,MiG-23M,fighter aircraft,Aircraft,1983,No,20,Yes,1984,Yes,New,17,17,340,No
16071,Soviet Union,India,MiG-23M,fighter aircraft,Aircraft,1983,No,20,Yes,1983,No,New,17,17,340,No
2470,Soviet Union,India,MiG-23BN,FGA aircraft,Aircraft,1980,Yes,25,Yes,1980,No,New,11.5,11.5,287.5,No
2470,Soviet Union,India,MiG-23BN,FGA aircraft,Aircraft,1980,Yes,30,Yes,1981,No,New,11.5,11.5,345,No
2470,Soviet Union,India,MiG-23BN,FGA aircraft,Aircraft,1980,Yes,30,Yes,1982,No,New,11.5,11.5,345,No
2470,Soviet Union,India,MiG-23BN,FGA aircraft,Aircraft,1980,Yes,25,Yes,1983,No,New,11.5,11.5,287.5,No
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,2,No,1984,No,New,13,13,26,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,10,No,1985,No,New,13,13,130,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,16,Yes,1986,No,New,13,13,208,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,15,Yes,1987,No,New,13,13,195,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,17,Yes,1988,No,New,13,13,221,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,17,Yes,1989,No,New,13,13,221,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,17,Yes,1990,No,New,13,13,221,Yes
3704,Soviet Union,India,MiG-27,FGA aircraft,Aircraft,1983,No,17,Yes,1991,No,New,13,13,221,Yes
19007,Soviet Union,India,MiG-29,fighter aircraft,Aircraft,1989,No,20,No,1990,No,New,20.65,20.65,413,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1986,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1983,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1985,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1988,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1984,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1989,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1987,Yes,New,0.09,0.09,22.5,No
4754,Soviet Union,India,R-60,short-range air-to-air missile,Missiles,1983,Yes,250,Yes,1990,Yes,New,0.09,0.09,22.5,No
5074,Soviet Union,India,PT-76,light tank,Armoured vehicles,1962,Yes,89,Yes,1964,Yes,New,0.9,0.9,80.1,No
5074,Soviet Union,India,PT-76,light tank,Armoured vehicles,1962,Yes,89,Yes,1965,Yes,New,0.9,0.9,80.1,No
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,87,Yes,1986,Yes,New,1.5,1.5,130.5,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,75,Yes,1987,Yes,New,1.5,1.5,112.5,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1965,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1966,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,105,Yes,1967,No,New,1.5,1.5,157.5,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,110,Yes,1968,No,New,1.5,1.5,165,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1969,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1970,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1971,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1972,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1973,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1974,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1975,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1976,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1977,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1978,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1979,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1980,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1981,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1982,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1983,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1984,No,New,1.5,1.5,150,Yes
235,United Kingdom,India,MBT-1,tank,Armoured vehicles,1961,No,100,Yes,1985,No,New,1.5,1.5,150,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,10,Yes,1986,Yes,New,1.1,1.1,11,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,10,Yes,1985,Yes,New,1.1,1.1,11,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,10,Yes,1984,Yes,New,1.1,1.1,11,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1980,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1981,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1982,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1983,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1979,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,10,Yes,1972,Yes,New,1.1,1.1,11,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1974,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1975,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1976,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1978,Yes,New,1.1,1.1,16.5,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,10,Yes,1973,Yes,New,1.1,1.1,11,Yes
64742,United Kingdom,India,MBT-1 chassis,tank chassis,Armoured vehicles,1970,Yes,15,Yes,1977,Yes,New,1.1,1.1,16.5,Yes
64740,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1986,Yes,10,Yes,1991,Yes,New,0.11,0.11,1.1,Yes
64740,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1986,Yes,10,Yes,1990,No,New,0.11,0.11,1.1,Yes
64740,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1986,Yes,4,Yes,1989,No,New,0.11,0.11,0.44,Yes
64741,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1975,Yes,20,Yes,1985,Yes,New,0.11,0.11,2.2,Yes
64741,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1975,Yes,20,Yes,1984,Yes,New,0.11,0.11,2.2,Yes
64741,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1975,Yes,20,Yes,1983,Yes,New,0.11,0.11,2.2,Yes
64741,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1975,Yes,20,Yes,1982,No,New,0.11,0.11,2.2,Yes
64741,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1975,Yes,10,Yes,1981,No,New,0.11,0.11,1.1,Yes
64741,United Kingdom,India,vehicle engine 601-800,vehicle engine,Engines,1975,Yes,10,Yes,1986,Yes,New,0.11,0.11,1.1,Yes
21112,Soviet Union,India,Fagot,anti-tank missile,Missiles,1983,No,100,Yes,1990,No,New,0.01,0.01,1,Yes
21112,Soviet Union,India,Fagot,anti-tank missile,Missiles,1983,No,200,Yes,1991,No,New,0.01,0.01,2,Yes
8736,United Kingdom,India,Sea King-1,anti-submarine helicopter,Aircraft,1970,No,6,No,1971,No,New,10,10,60,No
20613,France,India,Palmier,air-search radar,Sensors,1960,Yes,1,Yes,1962,Yes,New,12.5,12.5,12.5,Yes
20613,France,India,Palmier,air-search radar,Sensors,1960,Yes,1,Yes,1963,Yes,New,12.5,12.5,12.5,Yes
20613,France,India,Palmier,air-search radar,Sensors,1960,Yes,1,Yes,1964,Yes,New,12.5,12.5,12.5,Yes
20613,France,India,Palmier,air-search radar,Sensors,1960,Yes,1,Yes,1966,Yes,New,12.5,12.5,12.5,Yes
20613,France,India,Palmier,air-search radar,Sensors,1960,Yes,1,Yes,1968,Yes,New,12.5,12.5,12.5,Yes
20613,France,India,Palmier,air-search radar,Sensors,1960,Yes,1,Yes,1970,Yes,New,12.5,12.5,12.5,Yes
20615,United Kingdom,India,Magar,landing ship,Ships,1979,Yes,1,No,1987,No,New,50,50,50,Yes
20583,South Korea,India,Sukanya -,patrol ship,Ships,1987,No,1,No,1989,No,New,36,36,36,Yes
20583,South Korea,India,Sukanya -,patrol ship,Ships,1987,No,2,No,1990,No,New,36,36,72,Yes
20583,South Korea,India,Sukanya -,patrol ship,Ships,1987,No,3,No,1991,No,New,36,36,108,Yes
21569,United Kingdom,India,Cymbeline,artillery locating radar,Sensors,1988,Yes,4,Yes,1989,Yes,New,2.38,2.38,9.52,Yes
21569,United Kingdom,India,Cymbeline,artillery locating radar,Sensors,1988,Yes,4,Yes,1990,Yes,New,2.38,2.38,9.52,Yes
21569,United Kingdom,India,Cymbeline,artillery locating radar,Sensors,1988,Yes,4,Yes,1991,Yes,New,2.38,2.38,9.52,Yes
22049,France,India,SA-315,light helicopter,Aircraft,1968,Yes,7,Yes,1973,Yes,New,0.75,0.75,5.25,Yes
22049,France,India,SA-315,light helicopter,Aircraft,1968,Yes,10,Yes,1976,Yes,New,0.75,0.75,7.5,Yes
22049,France,India,SA-315,light helicopter,Aircraft,1968,Yes,3,Yes,1977,Yes,New,0.75,0.75,2.25,Yes
22049,France,India,SA-315,light helicopter,Aircraft,1968,Yes,10,Yes,1974,No,New,0.75,0.75,7.5,Yes
22049,France,India,SA-315,light helicopter,Aircraft,1968,Yes,10,Yes,1975,No,New,0.75,0.75,7.5,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,3,Yes,1950,No,New,2.25,2.25,6.75,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,6,Yes,1951,No,New,2.25,2.25,13.5,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,7,Yes,1952,No,New,2.25,2.25,15.75,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,7,Yes,1953,No,New,2.25,2.25,15.75,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,7,Yes,1954,No,New,2.25,2.25,15.75,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,6,Yes,1955,No,New,2.25,2.25,13.5,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,6,Yes,1956,No,New,2.25,2.25,13.5,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,5,Yes,1957,No,New,2.25,2.25,11.25,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,5,Yes,1958,No,New,2.25,2.25,11.25,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,5,Yes,1959,No,New,2.25,2.25,11.25,Yes
22051,United Kingdom,India,Vampire T-55,trainer aircraft,Aircraft,1950,No,5,Yes,1960,No,New,2.25,2.25,11.25,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,2,Yes,1969,Yes,New,3.3,3.3,6.6,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,9,Yes,1970,No,New,3.3,3.3,29.7,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,9,Yes,1971,No,New,3.3,3.3,29.7,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,9,Yes,1972,No,New,3.3,3.3,29.7,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,9,Yes,1973,No,New,3.3,3.3,29.7,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,9,Yes,1974,No,New,3.3,3.3,29.7,Yes
22063,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1968,Yes,3,Yes,1975,No,New,3.3,3.3,9.9,Yes
22064,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1965,No,20,Yes,1967,No,New,3.3,3.3,66,Yes
22064,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1965,No,20,Yes,1968,No,New,3.3,3.3,66,Yes
22064,United Kingdom,India,Gnat,fighter aircraft,Aircraft,1965,No,3,Yes,1969,No,New,3.3,3.3,9.9,Yes
23191,Soviet Union,India,Konkurs,anti-tank missile,Missiles,1988,Yes,250,Yes,1989,No,New,0.02,0.02,5,Yes
23191,Soviet Union,India,Konkurs,anti-tank missile,Missiles,1988,Yes,400,Yes,1991,No,New,0.02,0.02,8,Yes
23191,Soviet Union,India,Konkurs,anti-tank missile,Missiles,1988,Yes,350,Yes,1990,No,New,0.02,0.02,7,Yes
25298,United Kingdom,India,HS-748,transport aircraft,Aircraft,1978,No,1,No,1984,No,New,8.5,8.5,8.5,Yes
25298,United Kingdom,India,HS-748,transport aircraft,Aircraft,1978,No,1,Yes,1979,No,New,8.5,8.5,8.5,Yes
25298,United Kingdom,India,HS-748,transport aircraft,Aircraft,1978,No,2,Yes,1980,No,New,8.5,8.5,17,Yes
25298,United Kingdom,India,HS-748,transport aircraft,Aircraft,1978,No,2,Yes,1981,No,New,8.5,8.5,17,Yes
25298,United Kingdom,India,HS-748,transport aircraft,Aircraft,1978,No,2,Yes,1982,No,New,8.5,8.5,17,Yes
25298,United Kingdom,India,HS-748,transport aircraft,Aircraft,1978,No,2,Yes,1983,No,New,8.5,8.5,17,Yes
24938,Netherlands,India,LW-04,air-search radar,Sensors,1978,Yes,1,Yes,1983,Yes,New,6,6,6,Yes
24938,Netherlands,India,LW-04,air-search radar,Sensors,1978,Yes,1,Yes,1985,Yes,New,6,6,6,Yes
24938,Netherlands,India,LW-04,air-search radar,Sensors,1978,Yes,1,Yes,1988,Yes,New,6,6,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,50,Yes,1964,No,New,0.04,0.04,2,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1970,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1971,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,50,Yes,1975,Yes,New,0.04,0.04,2,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,100,Yes,1974,Yes,New,0.04,0.04,4,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,100,Yes,1965,No,New,0.04,0.04,4,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1972,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1969,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1967,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1968,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1973,No,New,0.04,0.04,6,Yes
25035,Soviet Union,India,K-13A,short-range air-to-air missile,Missiles,1962,Yes,150,Yes,1966,No,New,0.04,0.04,6,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,1000,Yes,1991,No,New,0.01,0.01,10,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,1000,Yes,1990,No,New,0.01,0.01,10,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,1000,Yes,1989,No,New,0.01,0.01,10,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,1000,Yes,1988,No,New,0.01,0.01,10,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,1000,Yes,1987,No,New,0.01,0.01,10,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,1000,Yes,1986,No,New,0.01,0.01,10,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,750,Yes,1985,No,New,0.01,0.01,7.5,Yes
32771,Germany,India,MILAN,anti-tank missile,Missiles,1979,Yes,250,Yes,1984,Yes,New,0.01,0.01,2.5,Yes
16084,Soviet Union,India,BTR-50,armoured personnel carrier,Armoured vehicles,1977,Yes,100,Yes,1978,Yes,New,0.25,0.25,25,No
16084,Soviet Union,India,BTR-50,armoured personnel carrier,Armoured vehicles,1977,Yes,100,Yes,1979,Yes,New,0.25,0.25,25,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,60,Yes,1968,Yes,New,0.65,0.65,39,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,80,Yes,1969,Yes,New,0.65,0.65,52,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,100,Yes,1970,Yes,New,0.65,0.65,65,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,100,Yes,1971,Yes,New,0.65,0.65,65,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,100,Yes,1972,Yes,New,0.65,0.65,65,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,100,Yes,1973,Yes,New,0.65,0.65,65,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,80,Yes,1974,Yes,New,0.65,0.65,52,No
16089,Soviet Union,India,M-46 130mm,towed gun,Artillery,1967,Yes,60,Yes,1975,Yes,New,0.65,0.65,39,No
55173,United Kingdom,India,Ford,patrol boat,Ships,1958,Yes,1,No,1961,No,New,5.5,5.5,5.5,Yes
55173,United Kingdom,India,Ford,patrol boat,Ships,1958,Yes,2,Yes,1962,No,New,5.5,5.5,11,Yes
55173,United Kingdom,India,Ford,patrol boat,Ships,1958,Yes,1,No,1960,No,New,5.5,5.5,5.5,Yes
5321,Soviet Union,India,IL-14,transport aircraft,Aircraft,1955,No,1,No,1955,No,New,4,4,4,No
5322,United States,India,C-119,transport aircraft,Aircraft,1954,Yes,5,No,1954,No,New,9,9,45,No
5322,United States,India,C-119,transport aircraft,Aircraft,1954,Yes,21,No,1955,No,New,9,9,189,No
5292,United States,India,C-119,transport aircraft,Aircraft,1962,Yes,24,No,1963,No,Second hand,9,3.6,86.4,No
8057,Canada,India,T-6 Texan,trainer aircraft,Aircraft,1962,No,36,No,1963,No,Second hand,0.25,0.1,3.6,No
8058,Canada,India,C-47,transport aircraft,Aircraft,1963,No,6,No,1963,No,Second hand,2.5,1,6,No
8059,Canada,India,DHC-3 Otter,light transport aircraft,Aircraft,1962,No,5,No,1963,Yes,New,0.8,0.8,4,No
22070,Soviet Union,India,IL-14,transport aircraft,Aircraft,1956,No,1,No,1956,No,New,4,4,4,No
22071,Czechoslovakia,India,Aero-45,light aircraft,Aircraft,1955,No,1,No,1955,No,New,0.16,0.16,0.16,No
743,Soviet Union,India,V-601,SAM,Missiles,1973,No,75,Yes,1973,Yes,New,0.12,0.12,9,No
743,Soviet Union,India,V-601,SAM,Missiles,1973,No,75,Yes,1974,Yes,New,0.12,0.12,9,No
743,Soviet Union,India,V-601,SAM,Missiles,1973,No,75,Yes,1975,Yes,New,0.12,0.12,9,No
743,Soviet Union,India,V-601,SAM,Missiles,1973,No,75,Yes,1976,Yes,New,0.12,0.12,9,No
743,Soviet Union,India,V-601,SAM,Missiles,1973,No,75,Yes,1977,Yes,New,0.12,0.12,9,No
